Time_s,Hour,Hour_of_Day,User_ID,Lat,Lon,Demand_Mbps,TN_Eval_BS,TN_Eval_MHz,TN_Reason,NTN_Eval_Beam,NTN_Eval_MHz,NTN_Reason,Final_State
0,0.0,0.0,87,42.9529,-80.771,1.03,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,14.73,Fully Served,LEO
0,0.0,0.0,88,43.2102,-79.7975,18.07,BS_81,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,89,43.0716,-79.9083,0.9,BS_81,0.0,5G SINR too low (-9.0 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,90,43.8445,-79.3834,3.15,BS_94,25.88,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,91,43.7997,-79.4447,7.35,BS_147,0.0,5G SINR too low (-4.3 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,92,43.3807,-80.0719,26.4,BS_81,0.0,5G SINR too low (-3.4 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,93,45.3867,-75.6267,21.47,BS_87,58.5,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,94,43.0442,-81.1151,6.9,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,24.78,Fully Served,LEO
0,0.0,0.0,95,43.1263,-81.1748,27.72,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,30.41,Fully Served,LEO
0,0.0,0.0,96,43.9756,-79.4064,28.37,BS_198,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,97,43.6034,-79.4915,27.73,BS_0,0.0,5G Congestion (Tower Empty),Sat_LIVE-SIMULAT-066-003,27.37,Fully Served,LEO
0,0.0,0.0,98,43.5352,-79.8791,17.87,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,99,43.6717,-79.4722,17.49,BS_94,0.0,5G SINR too low (-8.1 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,100,43.164,-81.0764,5.34,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,36.37,Fully Served,LEO
0,0.0,0.0,101,43.926,-79.4918,0.56,BS_94,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,102,43.1053,-79.9345,1.02,BS_81,0.0,5G SINR too low (-17.4 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,103,46.7737,-81.0793,0.8,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,38.72,Fully Served,LEO
0,0.0,0.0,104,43.636,-79.3457,28.42,BS_40,42.29,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,105,43.9099,-79.0453,33.59,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,16.63,Fully Served,LEO
0,0.0,0.0,106,43.6592,-79.3059,5.27,BS_147,0.0,5G SINR too low (-4.7 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,107,42.9613,-81.4259,25.75,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,108,43.8291,-79.4305,27.76,BS_169,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,109,45.2858,-75.7926,15.12,BS_168,93.95,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,110,45.4245,-75.5987,0.25,BS_87,0.0,5G SINR too low (-11.8 dB),Sat_LIVE-SIMULAT-067-003,21.28,Fully Served,LEO
0,0.0,0.0,111,43.7711,-79.526,32.92,BS_136,62.34,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,112,43.1212,-79.7012,0.63,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,113,44.2698,-76.5774,4.26,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,25.18,Fully Served,LEO
0,0.0,0.0,114,42.9696,-80.3978,6.84,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,115,43.1182,-80.0819,0.3,BS_81,0.0,5G SINR too low (-4.8 dB),Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,116,43.7668,-79.7415,2.29,BS_136,0.0,5G SINR too low (-6.4 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,117,45.3669,-75.776,0.54,BS_168,89.8,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,118,43.6345,-79.6265,25.53,BS_0,34.02,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,119,46.0626,-81.3766,3.01,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,16.04,Fully Served,LEO
0,0.0,0.0,120,43.7172,-79.3243,1.44,BS_94,0.0,5G SINR too low (-5.7 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,121,43.8007,-79.4284,0.73,BS_94,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,122,42.8826,-81.0518,6.18,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,123,42.9821,-81.3931,0.2,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,124,45.2849,-75.9956,36.11,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-003,35.29,Fully Served,LEO
0,0.0,0.0,125,43.7535,-79.7638,1.46,BS_136,95.09,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,126,44.3319,-76.6623,33.92,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,40.0,Fully Served,LEO
0,0.0,0.0,127,42.7417,-81.1311,31.92,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,128,45.3363,-75.855,7.35,BS_168,24.91,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,129,45.3686,-75.6979,15.18,BS_168,89.7,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,130,43.3238,-79.9489,4.31,BS_81,30.02,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,131,43.8318,-79.3408,15.2,BS_94,0.0,5G SINR too low (-8.4 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,132,43.394,-80.064,0.23,BS_81,5.93,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,133,43.5739,-79.6303,16.44,BS_0,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,134,43.6631,-79.3206,0.25,BS_147,43.21,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,135,43.7358,-79.3893,6.63,BS_40,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,136,45.4224,-75.703,5.57,BS_87,0.0,N/A,Sat_LIVE-SIMULAT-067-003,21.18,Fully Served,LEO
0,0.0,0.0,137,43.9058,-79.4251,5.75,BS_94,0.0,5G SINR too low (-9.7 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,138,45.4432,-75.4332,0.65,BS_87,0.0,5G SINR too low (-6.1 dB),Sat_LIVE-SIMULAT-067-003,25.32,Fully Served,LEO
0,0.0,0.0,139,43.7746,-79.5326,4.55,BS_136,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,140,43.769,-79.3825,1.18,BS_94,92.54,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,141,43.7686,-79.329,30.26,BS_58,45.54,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,142,43.8073,-79.45,21.81,BS_169,0.0,5G SINR too low (-7.1 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,143,43.7051,-79.427,33.68,BS_147,0.0,5G SINR too low (-7.6 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,144,45.4368,-75.4283,0.26,BS_87,89.46,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,145,43.8513,-79.7296,30.64,BS_198,0.0,5G Congestion (Tower Empty),Sat_LIVE-SIMULAT-066-003,40.0,Fully Served,LEO
0,0.0,0.0,146,43.715,-79.5009,0.68,BS_40,0.0,5G SINR too low (-4.8 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,147,43.8145,-79.4739,3.2,BS_169,9.99,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,148,46.2085,-80.917,0.62,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,40.0,Fully Served,LEO
0,0.0,0.0,149,45.4603,-75.463,1.18,BS_87,0.0,N/A,Sat_LIVE-SIMULAT-067-003,25.07,Fully Served,LEO
0,0.0,0.0,150,43.5944,-79.5908,26.28,BS_0,100.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,151,43.7195,-79.5851,1.04,BS_136,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,152,43.7519,-79.4253,22.21,BS_147,75.0,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,153,43.6441,-79.4002,27.6,BS_0,0.0,5G SINR too low (-6.0 dB),Sat_LIVE-SIMULAT-066-003,3.5,Partially Served (Congested),LEO
0,0.0,0.0,154,43.9153,-79.4538,3.43,BS_198,28.33,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,155,42.9802,-81.4415,30.53,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,156,43.2433,-81.014,2.51,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,39.92,Fully Served,LEO
0,0.0,0.0,157,44.4089,-76.508,0.6,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,23.31,Fully Served,LEO
0,0.0,0.0,158,43.6235,-79.6123,0.28,BS_0,58.62,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,159,43.6453,-79.5073,0.91,BS_40,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,160,43.7873,-79.4624,0.71,BS_136,0.0,5G SINR too low (-3.5 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,161,44.9213,-75.9103,23.02,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-067-003,40.0,Fully Served,LEO
0,0.0,0.0,162,43.9356,-79.1361,5.61,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,2.77,Fully Served,LEO
0,0.0,0.0,163,42.9901,-81.1832,0.65,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,3.51,Fully Served,LEO
0,0.0,0.0,164,43.6453,-79.5165,15.82,BS_136,86.11,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,165,44.0115,-79.3468,26.34,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,0.46,Partially Served (Congested),LEO
0,0.0,0.0,166,43.6874,-79.514,0.38,BS_147,76.72,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,167,42.8796,-81.2828,1.26,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-048-007,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,168,43.1166,-79.7267,1.44,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,169,43.3504,-79.9019,0.27,BS_81,83.7,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,170,43.7687,-79.2621,6.96,BS_58,0.0,5G SINR too low (-3.3 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,171,43.7867,-79.3641,6.07,BS_58,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,172,43.6887,-79.5663,1.41,BS_147,19.56,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,173,43.7229,-79.6121,6.54,BS_136,0.0,N/A,Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,174,43.6398,-79.5077,6.63,BS_40,0.0,5G SINR too low (-9.9 dB),Sat_LIVE-SIMULAT-066-003,0.0,NTN Beam Congested (Empty),DROPPED
0,0.0,0.0,175,43.718,-79.5273,27.51,BS_94,82.11,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,176,43.6067,-79.4976,5.77,BS_40,0.0,N/A,Sat_LIVE-SIMULAT-066-003,21.8,Fully Served,LEO
0,0.0,0.0,177,45.3752,-75.6489,27.02,BS_87,74.48,Fully Served,None,0.0,N/A,TN
0,0.0,0.0,178,44.4561,-76.5938,5.74,None,0.0,No 5G Tower in Geographic Range,Sat_LIVE-SIMULAT-066-003,23.05,Fully Served,LEO
0,0.0,0.0,179,43.8744,-79.4514,16.81,BS_169,69.5,Fully Served,None,0.0,N/A,TN
